#Classification	D1	D2	D3	D4	D5	P1	P2	P3	P4	P5
Pseudomonas sp. B21-048	0	3	0	0	1	12	115	2	15	32
Pseudomonas sp. HN8-3	0	3	0	0	1	7	2	0	1	2
Pseudomonas sp. P1B16	0	3	0	0	1	3	0	0	1	0
Pseudomonas sp. AN-B15	0	4	2	0	4	8	329	0	20	16
Pseudomonas sp. 7-41	0	5	0	0	14	19	7	1	38	209
Pseudomonas sp. M2(2023)	0	6	0	0	1	9	1080	0	31	9
Pseudomonas sp. B14-6	0	7	0	0	0	11	1256	0	77	13
Pseudomonas sp. HN11	0	7	0	0	4	33	6	1	9	12
Pseudomonas sp. YeP6b	0	11	0	0	52	45	13	0	278	383
Pseudomonas sp. AA-38	0	13	0	0	6	49	10	5	4	14
Pseudomonas sp. DR 5-09	0	19	0	0	9	17	17	1	69	508
Pseudomonas sp. Os17	0	24	0	0	57	64	14	1	331	451
Pseudomonas sp. B21-053	0	68	0	0	125	170	62	4	320	1356
Pseudomonas sichuanensis	1	0	1	1	13	36	4	0	3	6
Pseudomonas hydrolytica	1	1	2	0	13	27	460	3	39	47
Pseudomonas arsenicoxydans	1	115	0	0	171	558	677	5	2246	3390
Pseudomonas nunensis	1	4	1	0	9	28	4	1	52	72
Pseudomonas izuensis	1	1	2	0	10	28	13	2	17	25
Pseudomonas campi	1	7	3	0	16	30	153	4	15	25
Pseudomonas asplenii	1	0	0	0	4	31	3	4	5	23
Pseudomonas sivasensis	1	9	0	0	3	27	887	1	50	21
Pseudomonas hamedanensis	1	1	1	0	12	24	12	3	15	68
Pseudomonas palleroniana	1	58	1	0	223	391	470	1	1091	1568
uncultured Pseudomonas sp.	1	7	0	0	16	75	33	2	304	383
Pseudomonas pergaminensis	1	1	0	0	1	7	0	0	5	4
Pseudomonas azerbaijanorientalis	1	0	0	0	2	2	1	0	3	6
Pseudomonas fitomaticsae	1	0	0	0	4	19	14	1	6	19
Pseudomonas lini	1	0	2	0	1	13	238	0	9	13
Pseudomonas germanica	1	0	0	0	0	2	0	0	3	5
Pseudomonas asgharzadehiana	2	1	0	0	7	35	46	3	11	26
Pseudomonas kribbensis	2	0	2	0	5	17	2	0	5	20
Pseudomonas serbica	2	1	0	0	0	4	0	0	4	2
Pseudomonas soli	2	0	0	0	11	30	5	0	6	9
Pseudomonas luteola	2	29	0	0	76	146	14	5	484	450
Pseudomonas guangdongensis	2	2	0	0	17	44	17	4	34	26
Pseudomonas canadensis	2	6	1	0	3	43	634	4	36	18
Pseudomonas seleniipraecipitans	2	7	1	0	8	33	290	5	32	28
Pseudomonas toyotomiensis	2	0	3	0	31	9	3	1	3	20
Pseudomonas lactis	2	1	1	0	1	3	95	1	22	5
Pseudomonas salmasensis	2	2	0	1	2	5	4	1	2	4
Pseudomonas psychrophila	2	21	0	1	12	143	88	0	118	47
Pseudomonas muyukensis	2	3	1	0	37	82	275	3	37	55
Pseudomonas reinekei	2	40	0	0	39	40	22	3	70	656
Pseudomonas lurida	2	2	1	0	4	20	195	2	34	32
Pseudomonas phenolilytica	3	1	0	0	4	11	4	1	9	11
Pseudomonas fakonensis	3	1	0	0	36	137	11	4	7	40
Pseudomonas qingdaonensis	3	0	1	0	63	41	84	1	96	63
Pseudomonas solani	3	5	1	0	9	51	365	8	41	24
Pseudomonas xanthosomatis	3	1	0	1	35	67	12	2	19	21
Pseudomonas gozinkensis	3	20	0	0	112	138	39	5	484	637
Pseudomonas saudiphocaensis	4	2	12	0	15	48	10	1	14	11
Pseudomonas argentinensis	4	3	1	0	14	34	17	5	28	61
Pseudomonas anuradhapurensis	4	25	0	0	7	46	17	1	193	23
Pseudomonas prosekii	4	2	10	1	22	18	24	0	8	15
Pseudomonas cerasi	4	13	0	0	35	40	14	0	219	189
Pseudomonas alcaliphila	4	1	1	0	44	14	4	0	9	4
Pseudomonas monsensis	4	5	0	0	8	17	1	1	61	92
Pseudomonas glycinae	4	15	0	0	34	52	21	4	203	252
Pseudomonas versuta	4	7	0	0	8	82	18	6	30	24
Pseudomonas allokribbensis	4	0	0	0	3	17	4	1	25	13
Pseudomonas sihuiensis	5	0	2	0	146	47	1	3	1	14
Pseudomonas khazarica	5	15	6	0	22	40	3	1	22	42
Pseudomonas cavernae	5	1	2	0	29	84	22	6	34	73
Pseudomonas silesiensis	5	2	5	0	6	34	33	8	7	30
Pseudomonas marincola	5	7	6	0	22	45	8	0	119	132
Pseudomonas pohangensis	5	3	6	0	13	46	8	4	9	22
Pseudomonas oryzae	6	1	0	0	22	85	101	13	43	64
Pseudomonas laurentiana	6	36	8	0	102	134	25	2	424	537
Pseudomonas extremaustralis	6	5	0	1	16	43	120	2	21	49
Pseudomonas thivervalensis	6	2	1	1	12	51	11	3	12	29
Pseudomonas xantholysinigenes	6	120	1	1	366	437	382	1	1833	1976
Pseudomonas asiatica	7	2	0	1	40	119	19	2	8	27
Pseudomonas viciae	7	2	0	0	8	47	8	4	31	24
Pseudomonas donghuensis	7	2	0	0	8	19	1	0	1	23
Pseudomonas alkylphenolica	7	1	3	0	132	65	146	4	45	32
Pseudomonas rhizosphaerae	7	2	0	0	17	54	7	3	13	46
Pseudomonas promysalinigenes	8	15	2	0	65	136	564	9	299	436
Pseudomonas kermanshahensis	8	1	0	0	24	100	20	5	339	42
Pseudomonas sediminis	9	20	0	0	292	84	46	4	154	305
Pseudomonas guguanensis	10	1	4	0	32	37	42	0	37	40
Pseudomonas umsongensis	11	8	0	0	16	69	1116	5	152	85
Pseudomonas chengduensis	11	3	1	0	318	23	719	1	29	8
Pseudomonas brassicacearum	11	5	2	1	24	69	13	9	41	39
Pseudomonas coleopterorum	11	7	1	0	55	119	31	7	401	310
Pseudomonas kurunegalensis	13	0	0	0	39	33	1	0	6	10
Pseudomonas entomophila	13	36	6	1	211	289	690	17	580	771
Pseudomonas taetrolens	15	111	11	0	377	781	101	5	2298	3113
Pseudomonas yamanorum	15	2	9	0	16	43	4	6	22	53
Pseudomonas berkeleyensis	16	5	1	0	26	31	9	1	133	182
Pseudomonas tohonis	17	5	10	0	28	69	688	10	48	69
Pseudomonas phytophila	17	2	17	0	30	125	24	7	248	137
Pseudomonas cremoricolorata	17	10	8	0	51	85	30	3	140	226
Pseudomonas hygromyciniae	23	0	16	0	10	16	18	2	3	14
Pseudomonas siliginis	25	3	36	0	11	19	6	0	91	26
Pseudomonas lalkuanensis	25	3	11	0	27	55	18	2	18	37
Pseudomonas serboccidentalis	26	4	19	0	26	27	351	1	26	19
Pseudomonas atacamensis	27	2	26	0	21	32	7	2	433	18
Pseudomonas benzenivorans	28	48	5	0	251	408	97	22	1279	1632
Pseudomonas simiae	29	14	34	0	19	41	13	2	32	41
Pseudomonas wenzhouensis	33	0	26	0	35	18	1	0	10	15
Pseudomonas psychrotolerans	33	13	17	1	170	190	75	16	498	615
Pseudomonas agarici	33	3	49	0	42	45	8	3	35	46
Pseudomonas kielensis	34	3	0	0	11	48	8	6	28	33
Pseudomonas eucalypticola	36	6	22	0	50	70	89	9	40	57
Pseudomonas frederiksbergensis	37	2	65	0	46	54	14	4	40	50
Pseudomonas juntendi	38	16	3	0	205	127	12	4	36	18
Pseudomonas parafulva	53	112	51	0	166	219	1454	7	617	1269
Pseudomonas knackmussii	63	8	48	0	81	126	45	16	238	317
Pseudomonas baltica	67	41	57	0	160	161	335	4	594	772
Pseudomonas antarctica	73	58	88	0	256	318	44	4	1343	2025
Pseudomonas otitidis	74	25	74	3	116	337	930	24	397	596
Pseudomonas tructae	85	14	16	0	92	37	64	1	114	72
Pseudomonas vanderleydeniana	96	6	36	0	112	54	149	5	20	53
Pseudomonas sessilinigenes	1	0	1	0	1	20	0	0	1	6
Pseudomonas lundensis	2	53	1	0	205	211	445	2	2450	423
Pseudomonas piscis	3	2	1	0	13	21	5	5	0	19
Pseudomonas fragi	18	1779	32	10	412	28498	17046	8	13561	5918
Pseudomonas protegens	38	81	34	1	381	521	637	21	1437	1992
Pseudomonas chlororaphis	114	146	93	0	381	1059	1743	33	2512	3549
Pseudomonas sp. SGAir0191	1	6	0	0	10	30	558	1	24	11
Pseudomonas wadenswilerensis	5	3	0	0	77	59	14	4	9	21
Pseudomonas inefficax	9	5	5	0	26	40	593	1	76	48
Pseudomonas oryzihabitans	21	18	10	1	25	122	39	13	72	88
Pseudomonas fulva	22	29	7	0	111	168	64	9	428	539
Pseudomonas mosselii	41	6	32	0	63	71	42	7	26	37
Pseudomonas plecoglossicida	41	3	24	0	56	75	326	4	31	20
Pseudomonas monteilii	56	3	8	0	274	39	4	2	8	14
Pseudomonas putida	286	269	188	4	1562	16267	3263	57	4594	6021
Pseudomonas syringae group genomosp. 3	1	1	0	0	2	25	3	2	5	11
Pseudomonas avellanae	1	3	0	0	3	22	410	0	21	16
Pseudomonas fuscovaginae	2	1	0	0	15	23	3	1	35	49
Pseudomonas lijiangensis	3	28	1	0	84	58	32	2	131	660
Pseudomonas cichorii	3	2	1	1	24	13	11	0	15	30
Pseudomonas asturiensis	4	0	0	0	11	38	181	5	44	86
Pseudomonas savastanoi	2	3	0	0	0	13	497	1	22	9
Pseudomonas amygdali	3	1	0	0	9	37	10	5	12	22
Pseudomonas coronafaciens	6	1	0	0	3	19	106	0	11	13
Pseudomonas syringae group genomosp. 7	36	9	30	0	77	109	16	3	404	286
Pseudomonas viridiflava	86	28	74	0	142	194	121	7	475	599
Pseudomonas syringae	403	116	102	0	425	648	1181	17	2299	2738
Pseudomonas extremorientalis	1	0	0	0	6	16	10	0	395	18
Pseudomonas proteolytica	2	0	0	0	7	20	3	3	7	15
Pseudomonas mediterranea	2	1	1	0	7	32	9	0	12	26
Pseudomonas congelans	3	3	3	0	9	10	4	0	20	8
Pseudomonas brenneri	3	0	0	0	7	34	3	2	10	48
Pseudomonas libanensis	4	0	1	0	0	7	8	0	6	6
Pseudomonas marginalis	4	1	2	0	14	50	47	6	9	26
Pseudomonas moraviensis	5	1	0	0	7	13	11	0	134	18
Pseudomonas azotoformans	5	15	7	0	42	109	594	2	369	251
Pseudomonas rhodesiae	6	6	2	0	45	127	694	3	276	164
Pseudomonas veronii	9	4	1	0	15	26	47	4	19	38
Pseudomonas koreensis	11	1	0	0	12	24	26	3	29	18
Pseudomonas corrugata	11	3	7	0	31	49	210	8	37	64
Pseudomonas granadensis	16	17	26	0	31	103	26	6	270	430
Pseudomonas orientalis	18	66	4	0	151	150	98	9	233	1445
Pseudomonas poae	20	4	9	0	18	75	927	1	49	40
Pseudomonas mucidolens	25	31	16	0	160	190	588	5	942	922
Pseudomonas cedrina	37	2	32	0	19	33	5	2	28	21
Pseudomonas fluorescens	181	70	192	0	419	874	2232	47	1934	1255
Pseudomonas tolaasii	206	1631	75	141	1939	1930	1838	292	2079	9242
Pseudomonas synxantha	286	11	282	1	141	119	121	0	51	83
Pseudomonas paraeruginosa	1	0	0	0	3	16	9	2	10	4
Pseudomonas multiresinivorans	3	2	1	0	46	31	12	2	86	107
Pseudomonas nitroreducens	3	2	0	0	3	52	12	2	17	37
Pseudomonas resinovorans	6	6	2	1	36	90	346	10	60	83
Pseudomonas alcaligenes	12	4	4	0	2466	94	83	12	172	128
Pseudomonas furukawaii	14	11	7	0	239	297	43	22	1086	625
Pseudomonas oleovorans	14	1	22	0	52	28	10	4	8	10
Pseudomonas mendocina	46	65	42	0	235	262	1181	8	965	1339
Pseudomonas citronellolis	544	3	263	1	90	174	54	14	59	122
Pseudomonas aeruginosa	605	265	373	15	559	35073	57866	10297	67940	2225
Pseudomonas sp. R32	1	0	0	0	2	0	0	0	0	0
Pseudomonas sp. MH10	1	0	0	0	0	7	5	0	0	5
Pseudomonas sp. ADPe	1	1	0	0	8	14	4	1	5	12
Pseudomonas sp. MPDS	1	0	0	0	2	0	0	0	2	1
Pseudomonas sp. R2-60-08W	1	0	0	0	0	1	2	0	1	0
Pseudomonas sp. LBUM920	1	5	0	0	4	13	544	0	22	11
Pseudomonas sp. R84	1	1	0	0	3	17	45	1	12	17
Pseudomonas sp. FP53	1	0	0	0	4	1	7	0	1	2
Pseudomonas sp. CCI1.1	1	3	0	0	3	2	3	0	18	33
Pseudomonas sp. KHPS1	1	2	0	0	4	9	2	2	6	11
Pseudomonas sp. MPFS	1	2	0	0	1	29	1	2	1	10
Pseudomonas sp. UW4	1	53	0	0	46	90	1744	0	396	573
Pseudomonas sp. SD17-1	1	0	0	0	33	5	36	0	17	11
Pseudomonas sp. LFM046	1	0	0	0	0	0	0	0	0	0
Pseudomonas sp. A34-9	1	0	0	0	4	19	8	1	10	14
Pseudomonas sp. SWI6	1	0	0	0	2	4	2	0	0	3
Pseudomonas sp. JBR1	1	0	0	0	4	25	8	0	7	17
Pseudomonas sp. Z003-0.4C(8344-21)	1	1	0	0	5	6	189	0	11	7
Pseudomonas sp. GOM7	1	1	0	0	7	2	1	1	5	5
Pseudomonas sp. LPH1	1	0	0	0	30	9	4	0	1	4
Pseudomonas sp. R76	1	3	0	0	9	34	7	1	44	60
Pseudomonas sp. SC3(2021)	1	0	1	0	1	3	2	1	2	6
Pseudomonas sp. DNDY-54	1	0	0	0	5	25	3	1	4	14
Pseudomonas sp. CIP-10	1	0	0	0	2	5	1	1	0	1
Pseudomonas sp. NY11382	1	0	0	0	9	17	1	0	5	2
Pseudomonas sp. I3-I5	1	0	0	0	6	4	1	0	5	1
Pseudomonas sp. MM211	1	8	0	0	43	60	711	8	126	58
Pseudomonas sp. LS.1a	1	0	0	0	25	42	10	2	7	21
Pseudomonas sp. SW-3	1	2	0	0	75	105	11	0	357	214
Pseudomonas sp. 2hn	1	1	0	0	26	31	15	3	8	6
Pseudomonas sp. So3.2b	1	0	0	0	0	6	0	0	0	0
Pseudomonas sp. R2-7-07	1	0	0	0	0	0	0	0	0	0
Pseudomonas sp. FP2034	1	0	0	0	0	13	0	4	1	6
Pseudomonas sp. R1-43-08	1	0	0	0	0	5	1	0	1	0
Pseudomonas sp. SCA2728.1 7	1	24	0	0	112	96	21	1	521	526
Pseudomonas sp. MH9.3	1	0	0	0	3	25	55	2	7	7
Pseudomonas sp. B10	1	6	0	0	49	111	17	2	337	428
Pseudomonas sp. phDV1	1	14	0	0	54	78	12	0	276	385
Pseudomonas sp. PP3	1	1	1	0	20	19	9	0	17	30
Pseudomonas sp. GM17	1	0	0	0	2	17	2	0	24	59
Pseudomonas sp. B21-059	1	0	0	0	1	3	7	0	2	3
Pseudomonas sp. St316	2	3	1	0	10	28	13	4	12	19
Pseudomonas sp. PIA16	2	36	2	0	167	259	44	1	845	1189
Pseudomonas sp. VLB120	2	2	0	0	4	13	4	0	1	2
Pseudomonas sp. BIOMIG1BAC	2	0	0	0	2	7	3	0	8	2
Pseudomonas sp. C9-3	2	0	0	0	7	26	108	3	13	13
Pseudomonas sp. B21-032	2	0	0	0	6	24	4	2	3	3
Pseudomonas sp. B21-010	2	0	0	0	1	10	1	0	2	3
Pseudomonas sp. ACM7	2	1	0	0	3	10	636	2	38	11
Pseudomonas sp. B21-028	2	0	0	0	8	29	5	2	3	13
Pseudomonas sp. B21-019	2	2	7	0	12	94	3	6	2	49
Pseudomonas sp. SWI7	2	0	0	0	6	7	2	0	4	2
Pseudomonas sp. HN2-3	2	1	0	0	0	9	0	0	1	3
Pseudomonas sp. FP2309	2	9	0	0	8	30	726	4	45	30
Pseudomonas sp. IzPS59	2	36	1	0	139	179	971	2	676	959
Pseudomonas sp. SORT22	2	16	0	0	23	38	7	0	184	312
Pseudomonas sp. RtIB026	2	0	0	0	29	46	2	0	9	22
Pseudomonas sp. IsoF	2	0	0	0	0	6	0	0	0	1
Pseudomonas sp. MM213	2	3	0	0	19	19	10	0	97	165
Pseudomonas sp. CYM-20-01	2	0	0	0	16	8	4	2	8	6
Pseudomonas sp. FLM 11	2	81	0	1	145	281	46	3	1445	1775
Pseudomonas sp. 31-12	2	2	0	0	9	19	8	0	8	44
Pseudomonas sp. FLM 004-28	2	8	0	0	4	26	740	0	41	8
Pseudomonas sp. PMCC200367	2	0	0	0	1	6	1	2	0	4
Pseudomonas sp. gcc21	2	1	3	0	39	140	6	15	9	65
Pseudomonas sp. HS-18	2	0	1	0	3	3	5	0	2	8
Pseudomonas sp. S35	2	0	0	0	19	22	3	3	11	9
Pseudomonas sp. StFLB209	3	1	3	0	55	65	11	5	18	50
Pseudomonas sp. SL4(2022)	3	8	0	0	35	42	12	1	96	138
Pseudomonas sp. 905 Psudmo1	3	0	0	0	45	2	3	0	3	4
Pseudomonas sp. MRSN 12121	3	0	0	0	13	16	3	3	7	8
Pseudomonas sp. D3	3	0	1	0	7	19	4	0	5	9
Pseudomonas sp. SG20052	3	1	0	0	0	6	0	0	0	1
Pseudomonas sp. P8 241	3	41	1	0	66	82	23	0	298	807
Pseudomonas sp. DTU12.3	3	1	0	0	14	5	11	21	10	10
Pseudomonas sp. GXZC	3	0	0	1	3	31	2	2	2	18
Pseudomonas sp. G11	3	1	0	1	1	0	1	1	0	0
Pseudomonas sp. TUM22785	3	4	1	0	33	93	380	5	232	107
Pseudomonas sp. P9 31	3	0	0	0	14	8	4	0	23	18
Pseudomonas sp. B21-051	3	2	0	0	5	14	98	4	11	12
Pseudomonas sp. ADAK18	3	10	7	0	22	48	681	1	52	108
Pseudomonas sp. Pc102	3	2	1	0	8	33	4	5	17	52
Pseudomonas sp. B21-031	3	0	0	0	1	12	1	0	13	1
Pseudomonas sp. NIBR-H-19	3	42	0	0	41	76	355	0	515	758
Pseudomonas sp. A2	4	3	0	0	5	27	2	2	1	3
Pseudomonas sp. FP2335	4	2	3	0	17	58	329	3	24	43
Pseudomonas sp. FP2338	4	33	0	0	62	134	24	4	500	717
Pseudomonas sp. LPB0260	4	1	1	0	13	35	27	7	17	27
Pseudomonas sp. DC1.2	4	2	1	0	12	21	14	3	17	23
Pseudomonas sp. B21-017	4	2	1	0	8	8	17	0	21	13
Pseudomonas sp. KNUC1026	4	47	1	0	143	147	61	8	584	820
Pseudomonas sp. DTU12.1	4	1	0	0	2	22	6	2	3	11
Pseudomonas sp. OE 28.3	4	0	4	0	6	24	36	1	12	18
Pseudomonas sp. CBS	4	0	0	0	1	29	8	1	8	49
Pseudomonas sp. Cab53	4	2	2	0	17	29	197	4	29	52
Pseudomonas sp. FP597	4	1	8	0	11	26	20	3	8	20
Pseudomonas sp. FP830	4	0	0	0	0	4	5	0	3	10
Pseudomonas sp. NS1(2017)	4	0	1	0	7	11	8	2	17	6
Pseudomonas sp. KU43P	4	4	3	0	46	104	11	4	24	68
Pseudomonas sp. B21-056	4	24	0	0	57	127	2580	1	408	340
Pseudomonas sp. SO81	4	3	5	0	38	48	404	3	30	52
Pseudomonas sp. NIBRBAC000502773	4	0	0	0	6	14	8	0	0	4
Pseudomonas sp. BJP69	4	0	0	0	31	13	0	0	4	1
Pseudomonas sp. ADAK13	4	5	1	0	20	30	560	2	52	53
Pseudomonas sp. 02C 26	4	0	0	0	6	28	4	2	7	12
Pseudomonas sp. LS1212	5	1	1	0	73	45	10	2	27	31
Pseudomonas sp. URMO17WK12:I11	5	0	0	0	18	45	14	3	13	30
Pseudomonas sp. BW7P1	5	0	0	0	26	30	15	3	10	35
Pseudomonas sp. DY-1	5	6	3	0	25	69	17	7	90	173
Pseudomonas sp. SK	5	0	0	0	14	48	2	3	2	16
Pseudomonas sp. J452	5	3	0	0	10	19	11	3	14	26
Pseudomonas sp. FP2262	5	1	0	0	3	3	11	0	3	5
Pseudomonas sp. N3-W	5	0	2	0	20	29	15	1	14	47
Pseudomonas sp. FP2196	5	1	4	0	10	22	120	6	18	19
Pseudomonas sp. XWY-1	5	1	0	0	9	6	9	1	2	4
Pseudomonas sp. TCU-HL1	5	2	2	0	25	53	24	5	35	36
Pseudomonas sp. 15A4	5	0	8	0	9	23	14	3	19	26
Pseudomonas sp. S34	5	2	0	0	16	69	10	3	117	84
Pseudomonas sp. LRP2-20	5	203	0	0	229	632	2751	3	2637	3680
Pseudomonas sp. OIL-1	5	5	8	0	11	54	10	5	8	30
Pseudomonas sp. 10S4	6	16	0	0	7	42	1165	3	67	42
Pseudomonas sp. KU26590	6	4	11	0	23	26	695	5	58	35
Pseudomonas sp. L5B5	6	2	1	0	30	64	6	3	29	51
Pseudomonas sp. SWI44	6	0	0	0	7	7	8	0	3	3
Pseudomonas sp.	6	9	1	0	80	185	8	11	127	210
Pseudomonas sp. B21-021	6	28	0	0	71	98	27	0	428	481
Pseudomonas sp. S09G 359	6	1	9	0	17	34	5	3	31	76
Pseudomonas sp. MTM4	6	36	5	0	83	86	51	1	338	391
Pseudomonas sp. FP205	7	0	0	0	0	0	0	0	1	0
Pseudomonas sp. Ost2	7	3	3	0	103	133	24	3	278	174
Pseudomonas sp. NY5710	7	2	0	0	24	43	13	4	5	28
Pseudomonas sp. HLS-6	7	0	7	0	93	42	226	5	78	59
Pseudomonas sp. P5 109	7	3	12	0	14	36	417	5	37	51
Pseudomonas sp. 3-2	8	0	9	0	5	7	4	0	4	2
Pseudomonas sp. MH9.2	8	8	10	0	32	26	651	2	71	67
Pseudomonas sp. Seg1	8	2	2	0	5	16	5	2	11	11
Pseudomonas sp. WJP1	8	4	10	0	27	78	171	6	21	51
Pseudomonas sp. FP2254	9	0	22	0	14	2	0	0	2	5
Pseudomonas sp. P9 2	9	0	20	0	5	1	0	0	0	2
Pseudomonas sp. MPC6	9	3	9	0	31	20	14	2	30	17
Pseudomonas sp. p1(2021b)	9	1	2	0	84	81	9	2	15	21
Pseudomonas sp. FP603	10	5	1	0	8	5	26	0	25	29
Pseudomonas sp. AO-1	10	1	9	0	15	43	3	0	3	8
Pseudomonas sp. Tri1	10	162	0	0	514	581	586	3	3721	3996
Pseudomonas sp. CC6-YY-74	10	5	6	0	26	29	118	2	35	16
Pseudomonas sp. Marseille-Q3773	11	4	5	0	41	60	30	3	33	32
Pseudomonas sp. LS44	11	0	8	0	18	37	9	3	30	35
Pseudomonas sp. DTU 2021 1001937 2 SI NGA ILE 001	12	10	7	0	69	108	397	11	75	71
Pseudomonas sp. CCC3.1	12	98	12	0	18	328	536	1	534	119
Pseudomonas sp. BSw22131	12	6	6	0	83	119	37	0	580	288
Pseudomonas sp. ABC1	12	0	8	0	41	21	19	2	33	24
Pseudomonas sp. B11D7D	13	47	18	0	379	288	1547	3	1376	1361
Pseudomonas sp. ZM23	13	52	8	2	197	330	67	6	1262	1619
Pseudomonas sp. 7SR1	14	2	12	0	29	42	412	0	18	17
Pseudomonas sp. M30-35	14	29	23	0	109	163	1040	1	507	631
Pseudomonas sp. PSE14	14	7	4	0	19	113	393	7	30	59
Pseudomonas sp. PSKL.D1	14	17	5	1	125	121	537	4	143	390
Pseudomonas sp. HR96	14	38	0	0	213	240	1179	8	849	1007
Pseudomonas sp. ATCC 13867	14	2	20	0	19	76	26	12	42	46
Pseudomonas sp. HS6	14	3	9	0	30	28	11	3	51	70
Pseudomonas sp. BIGb0427	14	8	0	0	17	5	51	0	41	39
Pseudomonas sp. CCOS 191	15	0	1	0	10	63	5	0	5	12
Pseudomonas sp. B21-054	15	0	25	0	10	14	2	0	8	2
Pseudomonas sp. S49	16	0	12	0	5	2	1	0	3	1
Pseudomonas sp. FP453	17	4	43	0	30	57	17	3	53	90
Pseudomonas sp. SCB32	18	19	13	0	61	122	115	9	257	377
Pseudomonas sp. C27(2019)	18	97	11	0	288	430	277	0	1833	1866
Pseudomonas sp. LTJR-52	19	7	31	0	20	19	1	38	48	70
Pseudomonas sp. RU47	19	3	0	0	22	7	7	0	12	9
Pseudomonas sp. MM227	19	2	28	1	24	50	129	10	23	33
Pseudomonas sp. Leaf58	19	14	25	0	52	142	2144	4	104	36
Pseudomonas sp. FP1742	21	39	26	0	14	31	15	0	23	582
Pseudomonas sp. DR48	23	25	16	0	117	131	15	2	526	681
Pseudomonas sp. DG56-2	25	3	29	0	107	57	17	1	52	119
Pseudomonas sp. PDNC002	29	35	34	1	128	351	47	5	982	1361
Pseudomonas sp. BT-42-2	29	49	26	28	340	47570	378	18	1135	1013
Pseudomonas sp. FP198	31	7	31	0	39	43	17	3	23	43
Pseudomonas sp. AN-1	31	3	31	0	28	126	14	10	28	75
Pseudomonas sp. J380	32	3	50	0	19	6	4	1	4	2
Pseudomonas sp. 273	32	8	7	0	40	168	32	15	50	91
Pseudomonas sp. LG1E9	33	1	35	0	40	26	14	2	8	15
Pseudomonas sp. Q1-7	35	4	35	0	53	48	26	7	29	56
Pseudomonas sp. Z8(2022)	49	0	60	0	31	9	2	1	9	13
Pseudomonas sp. R5-89-07	53	0	70	0	26	10	2	1	5	11
Pseudomonas sp. Lz4W	66	43	68	0	94	171	55	6	371	556
Pseudomonas sp. TMW 2.1634	66	8	0	1	2	46	32	2	27	7
Pseudomonas sp. GCEP-101	97	2	7	0	38	83	29	17	28	50
Succinivibrio dextrinosolvens	7	2	6	1	11	41	104	5	94	57
Dongshaea marina	9	4	4	0	5	27	35	4	23	48
Tolumonas auensis	0	3	1	0	3	32	26	3	30	97
uncultured Tolumonas sp.	9	12	12	0	26	100	406	20	236	316
Zobellella denitrificans	11	14	5	1	48	111	22	12	150	396
Oceanimonas sp. GK1	12	80	8	0	132	244	50	1	1002	973
Oceanimonas pelagia	21	5	15	0	16	108	375	6	212	133
Oceanisphaera avium	4	6	7	0	16	22	5	2	38	60
Oceanisphaera sp. IT1-181	5	0	3	0	5	12	2	3	20	58
Oceanisphaera profunda	27	0	31	0	10	11	4	0	3	29
Aeromonas sp. Ne-1	0	0	0	0	1	4	0	1	0	2
Aeromonas sp. FDAARGOS 1417	0	0	0	0	3	6	0	1	1	5
Aeromonas sobria	1	1	0	0	0	0	3	0	1	0
Aeromonas simiae	31	17	11	1	18	39	22	2	80	420
Aeromonas schubertii	33	41	12	1	145	264	194	9	764	1067
Aeromonas sanarellii	43	10	1	0	17	48	452	2	116	86
Aeromonas bestiarum	65	42	29	0	141	139	28	1	711	1076
Aeromonas jandaei	65	7	28	1	32	62	85	3	148	285
Aeromonas enteropelogenes	104	7	40	0	103	87	262	2	342	177
Aeromonas allosaccharophila	119	12	21	1	68	97	35	5	214	199
Aeromonas dhakensis	285	177	129	0	106	178	404	11	570	617
Aeromonas rivuli	290	42	46	0	195	302	422	3	1053	1352
Aeromonas hydrophila	402	121	71	0	358	716	2847	29	2471	2836
Aeromonas veronii	514	169	111	9	509	863	4215	30	2186	2557
Aeromonas salmonicida	551	111	19	0	205	284	4388	13	1077	960
Aeromonas encheleia	553	12	54	0	47	139	300	10	302	223
Aeromonas sp. FDAARGOS 1403	1	0	0	0	0	3	19	0	2	2
Aeromonas sp. FDAARGOS 1419	1	0	0	0	3	1	1	0	3	2
Aeromonas sp. WP2-W18-CRE-05	2	1	0	0	0	1	0	0	1	6
Aeromonas sp. FDAARGOS 1414	3	0	0	0	2	1	1	0	0	0
Aeromonas sp. FDAARGOS 1408	3	0	0	0	0	0	0	0	0	0
Aeromonas sp. FDAARGOS 1411	4	0	0	0	2	3	0	0	0	2
Aeromonas sp. FDAARGOS 1410	5	0	0	0	2	2	2	0	1	2
Aeromonas sp. FDAARGOS 1404	5	0	0	0	1	6	1	2	0	4
Aeromonas sp. FDAARGOS 1402	5	0	0	0	0	8	2	1	1	5
Aeromonas sp. 2692-1	5	0	0	0	2	1	4	0	11	8
Aeromonas sp. ASNIH1	6	0	0	0	0	1	0	0	1	1
Aeromonas sp. ASNIH7	6	1	0	0	37	57	1	0	365	187
Aeromonas sp. 1805	7	0	0	0	1	7	0	1	8	13
Aeromonas sp. FDAARGOS 1405	9	0	1	0	5	9	5	1	6	3
Aeromonas sp. ASNIH4	10	0	2	0	3	1	4	1	0	4
Aeromonas sp. ASNIH3	10	0	0	0	0	0	1	0	3	1
Aeromonas sp. FDAARGOS 1418	11	0	0	0	1	1	0	0	1	1
